"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"361"	"2014-05-16"	0	55	50	0.0789855937807711
"362"	"2014-05-16"	1	133	118	0.108706932568014
"363"	"2014-05-16"	2	229	239	-0.0444909991602859
"364"	"2014-05-16"	3	246	332	-0.350819668382945
"365"	"2014-05-16"	4	334	395	-0.184576432174054
"366"	"2014-05-16"	5	477	487	-0.0213339417517689
"367"	"2014-05-16"	6	572	642	-0.123030242923542
"368"	"2014-05-16"	7	643	636	0.0105784180947453
"369"	"2014-05-16"	8	568	610	-0.0752529688729347
"370"	"2014-05-16"	9	615	619	-0.0069464247627216
"371"	"2014-05-16"	10	694	614	0.115010944955111
"372"	"2014-05-16"	11	659	682	-0.0357049345409355
"373"	"2014-05-16"	12	628	594	0.0531434836761897
"374"	"2014-05-16"	13	600	587	0.0202587566201565
"375"	"2014-05-16"	14	623	606	0.0259537681726878
"376"	"2014-05-16"	15	666	614	0.0768046911241959
"377"	"2014-05-16"	16	633	595	0.0591006506314005
"378"	"2014-05-16"	17	612	427	0.301437946896128
"379"	"2014-05-16"	18	490	493	-0.00765693630100848
"380"	"2014-05-16"	19	283	291	-0.0301740449345451
"381"	"2014-05-16"	20	152	166	-0.0922063118160098
"382"	"2014-05-16"	21	78	77	0.00225240152309534
"383"	"2014-05-16"	22	53	44	0.152891745356577
"384"	"2014-05-16"	23	40	37	0.0660002904847689
"385"	"2014-05-17"	0	55	54	0.00989487410667506
"386"	"2014-05-17"	1	105	115	-0.0961867772623613
"387"	"2014-05-17"	2	196	195	0.000763332293660177
"388"	"2014-05-17"	3	323	298	0.0745872116814134
"389"	"2014-05-17"	4	541	497	0.0808062865932972
"390"	"2014-05-17"	5	658	707	-0.0757003082660315
"391"	"2014-05-17"	6	776	782	-0.00870088174841249
"392"	"2014-05-17"	7	815	778	0.0446461970288215
"393"	"2014-05-17"	8	793	742	0.063257640324472
"394"	"2014-05-17"	9	740	821	-0.109816682766494
"395"	"2014-05-17"	10	752	722	0.0388433920532016
"396"	"2014-05-17"	11	778	734	0.0555900081853371
"397"	"2014-05-17"	12	696	693	0.00375843482728929
"398"	"2014-05-17"	13	679	659	0.0280055522189248
"399"	"2014-05-17"	14	704	678	0.0359311660081335
"400"	"2014-05-17"	15	662	688	-0.0397862695627547
"401"	"2014-05-17"	16	676	608	0.0996206168005657
"402"	"2014-05-17"	17	622	468	0.246932189148687
"403"	"2014-05-17"	18	455	512	-0.125831563397726
"404"	"2014-05-17"	19	300	280	0.0652319876037347
"405"	"2014-05-17"	20	169	175	-0.0405143665315184
"406"	"2014-05-17"	21	85	86	-0.0199414467284343
"407"	"2014-05-17"	22	61	48	0.199614713320678
"408"	"2014-05-17"	23	28	41	-0.486927781679287
"409"	"2014-05-18"	0	44	41	0.0476406878889716
"410"	"2014-05-18"	1	102	98	0.0327079496136524
"411"	"2014-05-18"	2	222	201	0.0931563185055089
"412"	"2014-05-18"	3	316	339	-0.0739423523924983
"413"	"2014-05-18"	4	465	477	-0.026106662739461
"414"	"2014-05-18"	5	478	618	-0.294300624847822
"415"	"2014-05-18"	6	593	618	-0.0433229538084967
"416"	"2014-05-18"	7	565	652	-0.155501746149965
"417"	"2014-05-18"	8	676	574	0.149438822518954
"418"	"2014-05-18"	9	742	730	0.0155830701424436
"419"	"2014-05-18"	10	707	725	-0.0260843234629544
"420"	"2014-05-18"	11	691	691	-0.00102805918811835
"421"	"2014-05-18"	12	712	615	0.135932674679491
"422"	"2014-05-18"	13	647	670	-0.0357798172118241
"423"	"2014-05-18"	14	735	658	0.103896154478445
"424"	"2014-05-18"	15	705	702	0.00284360035589863
"425"	"2014-05-18"	16	757	637	0.157278723815098
"426"	"2014-05-18"	17	759	519	0.315549101275872
"427"	"2014-05-18"	18	522	586	-0.123487963347543
"428"	"2014-05-18"	19	311	310	0.00162350489631133
"429"	"2014-05-18"	20	132	177	-0.346569668482384
"430"	"2014-05-18"	21	81	71	0.114172416163956
"431"	"2014-05-18"	22	40	48	-0.208927117326825
"432"	"2014-05-18"	23	27	30	-0.118429963133235
"433"	"2014-05-19"	0	45	41	0.0843268726125307
"434"	"2014-05-19"	1	89	100	-0.131467440874336
"435"	"2014-05-19"	2	226	180	0.200837652526585
"436"	"2014-05-19"	3	349	330	0.0518411682858331
"437"	"2014-05-19"	4	535	520	0.0275870074770401
"438"	"2014-05-19"	5	784	677	0.1357612199423
"439"	"2014-05-19"	6	909	887	0.0239133732618772
"440"	"2014-05-19"	7	955	892	0.065741688425358
"441"	"2014-05-19"	8	926	846	0.086167894427076
"442"	"2014-05-19"	9	1020	919	0.0984211444387894
"443"	"2014-05-19"	10	931	940	-0.0103186887402059
"444"	"2014-05-19"	11	874	873	0.000103623665958116
"445"	"2014-05-19"	12	799	765	0.0420088670817879
"446"	"2014-05-19"	13	709	743	-0.0480095798481973
"447"	"2014-05-19"	14	744	729	0.019517668620161
"448"	"2014-05-19"	15	726	730	-0.00669347126443138
"449"	"2014-05-19"	16	844	678	0.195542372921189
"450"	"2014-05-19"	17	815	591	0.273969719264359
"451"	"2014-05-19"	18	559	627	-0.123005383819194
"452"	"2014-05-19"	19	318	330	-0.0393624667869149
"453"	"2014-05-19"	20	148	181	-0.223329483907736
"454"	"2014-05-19"	21	94	80	0.141091030538085
"455"	"2014-05-19"	22	53	54	-0.0372319049216405
"456"	"2014-05-19"	23	36	37	-0.0490352923805367
"457"	"2014-05-20"	0	50	52	-0.0401609289407124
"458"	"2014-05-20"	1	125	109	0.122130023673558
"459"	"2014-05-20"	2	238	241	-0.0128914496057976
"460"	"2014-05-20"	3	364	356	0.02032895215156
"461"	"2014-05-20"	4	578	549	0.0497652524617879
"462"	"2014-05-20"	5	742	743	-0.00211570028552489
"463"	"2014-05-20"	6	891	890	0.000919260252743183
"464"	"2014-05-20"	7	900	895	0.00530707072328773
"465"	"2014-05-20"	8	835	836	-0.00230891217150237
"466"	"2014-05-20"	9	886	875	0.0118823585329764
"467"	"2014-05-20"	10	892	859	0.0369746423509104
"468"	"2014-05-20"	11	849	867	-0.0216436985022621
"469"	"2014-05-20"	12	723	764	-0.0575127743228632
"470"	"2014-05-20"	13	720	692	0.0387930402817002
"471"	"2014-05-20"	14	755	745	0.0131382062752686
"472"	"2014-05-20"	15	695	751	-0.0807110618074189
"473"	"2014-05-20"	16	745	667	0.103488424325199
"474"	"2014-05-20"	17	719	548	0.236480940226767
"475"	"2014-05-20"	18	529	576	-0.0903801816528401
"476"	"2014-05-20"	19	320	322	-0.0078258245220356
"477"	"2014-05-20"	20	186	182	0.0196040330746657
"478"	"2014-05-20"	21	89	96	-0.0896668662244379
"479"	"2014-05-20"	22	60	52	0.129285186639829
"480"	"2014-05-20"	23	47	41	0.122973415350736
"481"	"2014-05-21"	0	43	64	-0.500929559649537
"482"	"2014-05-21"	1	133	99	0.252668292923409
"483"	"2014-05-21"	2	254	250	0.0135042326935011
"484"	"2014-05-21"	3	363	388	-0.0697399968282001
